county_fips,county_total,dominant_cluster,dominant_cluster_prop,worst_cluster_prop,mean_severity_rank,pooled_cluster_label,dominant_cluster_phenotype
09190,1,5,1,1,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
10000,13,3,0.46153846153846156,0.46153846153846156,3.8461538461538463,Cluster 3: Noninvasive ventilation / No ARF,NIV / No ARF
10001,162,5,0.36419753086419754,0.36419753086419754,3.574074074074074,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
10003,270,2,0.2851851851851852,0.24814814814814815,3.037037037037037,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
10005,126,5,0.38095238095238093,0.38095238095238093,3.4444444444444446,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
11000,254,1,0.3779527559055118,0.15748031496062992,2.641732283464567,Cluster 1: Room air / No ARF,Room air / No ARF
11001,780,2,0.4,0.0641025641025641,2.541025641025641,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
12000,1,1,1,0,1,Cluster 1: Room air / No ARF,Room air / No ARF
12001,0,2,-Inf,,,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
12009,0,3,-Inf,,,Cluster 3: Noninvasive ventilation / No ARF,NIV / No ARF
12011,10,2,0.3,0.3,3.3,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
12013,0,1,-Inf,,,Cluster 1: Room air / No ARF,Room air / No ARF
12015,2,1,0.5,0.5,1.5,Cluster 1: Room air / No ARF,Room air / No ARF
12019,2,2,0.5,0.5,3.5,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
12021,10,2,0.6,0.1,2.5,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
12023,3,1,0.3333333333333333,0.3333333333333333,2.6666666666666665,Cluster 1: Room air / No ARF,Room air / No ARF
12031,6,5,0.6666666666666666,0.6666666666666666,4.166666666666667,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
12033,3,2,0.6666666666666666,0.3333333333333333,2.6666666666666665,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
12035,0,2,-Inf,,,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
12051,1,2,1,1,2,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
12053,1,3,1,1,3,Cluster 3: Noninvasive ventilation / No ARF,NIV / No ARF
12057,19,1,0.3684210526315789,0.3684210526315789,2.8947368421052633,Cluster 1: Room air / No ARF,Room air / No ARF
12061,2,2,0.5,0.5,3.5,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
12069,4,2,0.75,0.25,2.75,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
12071,21,2,0.3333333333333333,0.09523809523809523,2.7142857142857144,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
12073,3,2,0.6666666666666666,0.6666666666666666,1.6666666666666667,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
12081,6,2,0.5,0.16666666666666666,2.6666666666666665,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
12083,7,1,0.7142857142857143,0.2857142857142857,1.2857142857142858,Cluster 1: Room air / No ARF,Room air / No ARF
12085,2,2,1,1,2,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
12086,17,4,0.29411764705882354,0.17647058823529413,3.176470588235294,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
12087,1,1,1,1,1,Cluster 1: Room air / No ARF,Room air / No ARF
12089,1,4,1,1,4,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
12091,2,1,1,1,1,Cluster 1: Room air / No ARF,Room air / No ARF
12093,0,3,-Inf,,,Cluster 3: Noninvasive ventilation / No ARF,NIV / No ARF
12095,7,2,0.42857142857142855,0.14285714285714285,2.2857142857142856,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
12097,1,5,1,1,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
12099,19,2,0.3684210526315789,0.2631578947368421,2.736842105263158,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
12101,5,2,0.6,0.6,1.6,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
12103,9,4,0.4444444444444444,0.2222222222222222,3.4444444444444446,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
12105,8,1,0.375,0.375,2.75,Cluster 1: Room air / No ARF,Room air / No ARF
12107,1,2,1,1,2,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
12109,3,1,0.3333333333333333,0.3333333333333333,2.3333333333333335,Cluster 1: Room air / No ARF,Room air / No ARF
12111,7,2,0.42857142857142855,0.14285714285714285,2.7142857142857144,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
12113,1,3,1,1,3,Cluster 3: Noninvasive ventilation / No ARF,NIV / No ARF
12115,12,3,0.4166666666666667,0.16666666666666666,2.5833333333333335,Cluster 3: Noninvasive ventilation / No ARF,NIV / No ARF
12117,2,2,1,1,2,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
12119,2,3,1,1,3,Cluster 3: Noninvasive ventilation / No ARF,NIV / No ARF
12127,4,2,0.5,0.25,2.25,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
12131,2,2,0.5,0.5,3.5,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
12133,2,4,0.5,0.5,4.5,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
13000,6,2,1,1,2,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
13001,4,5,0.5,0.5,3.25,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
13003,1,1,1,1,1,Cluster 1: Room air / No ARF,Room air / No ARF
13005,3,5,0.6666666666666666,0.6666666666666666,4.666666666666667,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
13007,1,2,1,1,2,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
13009,6,2,0.5,0.5,3,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
13011,3,2,0.3333333333333333,0.3333333333333333,3,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
13013,20,1,0.3,0.3,3,Cluster 1: Room air / No ARF,Room air / No ARF
13015,24,2,0.2916666666666667,0.16666666666666666,3.0833333333333335,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
13017,8,3,0.5,0.25,3,Cluster 3: Noninvasive ventilation / No ARF,NIV / No ARF
13019,5,2,0.6,0.4,2.8,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
13021,50,4,0.52,0.14,3.38,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
13023,4,3,0.5,0.25,3.75,Cluster 3: Noninvasive ventilation / No ARF,NIV / No ARF
13027,2,4,0.5,0.5,4.5,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
13029,1,4,1,1,4,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
13031,5,4,0.4,0.2,3.2,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
13033,1,5,1,1,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
13035,9,1,0.4444444444444444,0.2222222222222222,2.7777777777777777,Cluster 1: Room air / No ARF,Room air / No ARF
13037,1,3,1,1,3,Cluster 3: Noninvasive ventilation / No ARF,NIV / No ARF
13039,2,3,1,1,3,Cluster 3: Noninvasive ventilation / No ARF,NIV / No ARF
13045,48,4,0.2916666666666667,0.16666666666666666,3.0833333333333335,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
13047,3,3,0.3333333333333333,0.3333333333333333,4,Cluster 3: Noninvasive ventilation / No ARF,NIV / No ARF
13051,18,2,0.2777777777777778,0.2777777777777778,3.3333333333333335,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
13053,1,4,1,1,4,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
13055,6,5,0.6666666666666666,0.6666666666666666,4.166666666666667,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
13057,79,4,0.25316455696202533,0.0759493670886076,2.7088607594936707,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
13059,11,4,0.7272727272727273,0.18181818181818182,4,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
13063,291,4,0.27835051546391754,0.09965635738831616,2.7147766323024056,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
13065,3,2,0.6666666666666666,0.3333333333333333,2.6666666666666665,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
13067,238,2,0.3319327731092437,0.09663865546218488,2.6596638655462184,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
13069,14,4,0.42857142857142855,0.35714285714285715,3.857142857142857,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
13071,9,4,0.3333333333333333,0.3333333333333333,3.5555555555555554,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
13073,7,2,0.2857142857142857,0.2857142857142857,3.5714285714285716,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
13075,2,4,0.5,0.5,4.5,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
13077,28,1,0.4642857142857143,0.07142857142857142,2.25,Cluster 1: Room air / No ARF,Room air / No ARF
13079,3,1,0.3333333333333333,0.3333333333333333,2.6666666666666665,Cluster 1: Room air / No ARF,Room air / No ARF
13081,16,4,0.375,0.25,3.625,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
13085,10,2,0.5,0.3,2.6,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
13087,5,3,0.4,0.2,2.8,Cluster 3: Noninvasive ventilation / No ARF,NIV / No ARF
13089,3457,2,0.2742262076945328,0.10702921608330923,2.7095747758171824,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
13091,4,4,0.5,0.25,3.75,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
13093,3,1,0.3333333333333333,0.3333333333333333,2.3333333333333335,Cluster 1: Room air / No ARF,Room air / No ARF
13095,24,2,0.375,0.25,2.9583333333333335,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
13097,62,1,0.3225806451612903,0.16129032258064516,2.661290322580645,Cluster 1: Room air / No ARF,Room air / No ARF
13099,1,2,1,1,2,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
13101,1,4,1,1,4,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
13103,1,3,1,1,3,Cluster 3: Noninvasive ventilation / No ARF,NIV / No ARF
13105,1,2,1,1,2,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
13109,1,4,1,1,4,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
13111,6,1,0.3333333333333333,0.16666666666666666,2.1666666666666665,Cluster 1: Room air / No ARF,Room air / No ARF
13113,41,2,0.2926829268292683,0.12195121951219512,2.8048780487804876,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
13115,12,2,0.5,0.08333333333333333,2.8333333333333335,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
13117,209,2,0.32057416267942584,0.0861244019138756,2.5598086124401913,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
13119,8,2,0.375,0.125,2.25,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
13121,1964,2,0.3034623217922607,0.10896130346232179,2.6817718940936865,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
13123,7,4,0.7142857142857143,0.7142857142857143,3.7142857142857144,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
13127,7,4,0.42857142857142855,0.42857142857142855,2.5714285714285716,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
13129,17,2,0.4117647058823529,0.17647058823529413,2.8823529411764706,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
13131,1,3,1,1,3,Cluster 3: Noninvasive ventilation / No ARF,NIV / No ARF
13133,5,2,0.4,0.2,2.6,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
13135,649,2,0.29275808936825887,0.10939907550077041,2.7010785824345147,Cluster 2: Low-flow oxygen / No ARF,Low-flow O2 / No ARF
13137,4,5,0.5,0.5,4,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
13139,41,4,0.2926829268292683,0.1951219512195122,3.024390243902439,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
13141,3,1,0.3333333333333333,0.3333333333333333,2.6666666666666665,Cluster 1: Room air / No ARF,Room air / No ARF
13143,12,4,0.4166666666666667,0.3333333333333333,3.9166666666666665,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
13145,8,1,0.375,0.25,2.25,Cluster 1: Room air / No ARF,Room air / No ARF
13147,8,1,0.375,0.125,2.125,Cluster 1: Room air / No ARF,Room air / No ARF
13149,1,4,1,1,4,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
13151,176,4,0.2727272727272727,0.14204545454545456,2.897727272727273,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
13153,51,4,0.35294117647058826,0.29411764705882354,3.6470588235294117,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
13155,6,3,0.5,0.3333333333333333,3.3333333333333335,Cluster 3: Noninvasive ventilation / No ARF,NIV / No ARF
13157,17,4,0.35294117647058826,0.058823529411764705,2.7058823529411766,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
13159,7,4,0.42857142857142855,0.42857142857142855,2.7142857142857144,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
13161,1,5,1,1,5,Cluster 5: Invasive ventilation / Hypoxemic or mixed ARF,IMV / Hypoxemic/mixed ARF
13163,1,4,1,1,4,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
13167,3,1,0.3333333333333333,0.3333333333333333,3.3333333333333335,Cluster 1: Room air / No ARF,Room air / No ARF
13169,6,1,0.5,0.16666666666666666,2.3333333333333335,Cluster 1: Room air / No ARF,Room air / No ARF
13171,11,1,0.2727272727272727,0.09090909090909091,2.8181818181818183,Cluster 1: Room air / No ARF,Room air / No ARF
13173,1,4,1,1,4,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
13175,19,4,0.42105263157894735,0.3157894736842105,3.6842105263157894,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
13177,7,4,0.5714285714285714,0.5714285714285714,2.857142857142857,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
13179,6,4,0.5,0.16666666666666666,3.3333333333333335,Cluster 4: Invasive ventilation / Predominantly no ARF,IMV / Predom. no ARF
