pooled_cluster,pooled_cluster_label,term_clean,effect_type,k,estimate_fixed,std_error_fixed,conf_low_fixed,conf_high_fixed,estimate_random,std_error_random,conf_low_random,conf_high_random,tau2,q,i2,pooled_effect_random,pooled_conf_low_random,pooled_conf_high_random,covariate_label,site_included
2,Cluster 2: Resolving ARF,race_categoryWhite,RRR,10,-6.29603704564052,0.04206212033111593,-6.378478801489507,-6.213595289791533,-24.522071462983206,39.75418236100131,-102.44026889054578,53.39612596457937,15803.918626843031,7658538.575270196,0.9999988248410697,2.2397506886241127e-11,3.2415781488177454e-45,15475434855771646e7,White race,Emory; Hopkins; Michigan; NU; OHSU; Penn; Rush; UCMC; UCSF; UMN
3,Cluster 3: Stable ARF,admit_year,RRR,10,0.10615793371627917,1.1910153034128991e-4,0.10592449471681024,0.1063913727157481,0.1507667987946992,0.06925203073781429,0.01503281854858321,0.28650077904081517,0.04795815135428095,2809333.241121546,0.9999967963928706,1.1627254774804452,1.0151463796998208,1.3317592053885823,"Admission year, per year",Emory; Hopkins; Michigan; NU; OHSU; Penn; Rush; UCMC; UCSF; UMN
3,Cluster 3: Stable ARF,advanced_cancer_any_poaTRUE,RRR,10,0.5425205916984452,0.01468791370658838,0.5137322808335321,0.5713089025633584,0.028796398226696895,0.3820764650208589,-0.7200734732141866,0.7776662696675803,1.448477882401526,5219.363603012236,0.998275651844833,1.0292150231374857,0.4867164940210021,2.1763872333576324,Advanced cancer present on admission,Emory; Hopkins; Michigan; NU; OHSU; Penn; Rush; UCMC; UCSF; UMN
3,Cluster 3: Stable ARF,age_years,RRR,10,0.01094003092666933,0.00318051224148849,0.004706226933351889,0.01717383491998677,0.010968858014423226,0.0032534682819280666,0.004592060181844216,0.017345655847002237,2.7752349220500113e-6,9.227390747689645,0.024643017068132635,1.0110292364965539,1.004602619847554,1.0174969653233814,"Age, per year",Emory; Hopkins; Michigan; NU; OHSU; Penn; Rush; UCMC; UCSF; UMN
3,Cluster 3: Stable ARF,race_categoryAsian,RRR,7,-220.93868596729402,1.3802098869605803e-17,-220.93868596729402,-220.93868596729402,,Inf,,,Inf,313427750.0959931,0.9999999808568323,,,,Asian race,Emory; Hopkins; NU; OHSU; Penn; Rush; UCSF; UMN
3,Cluster 3: Stable ARF,race_categoryBlack or African American,RRR,9,79.40555011646367,0.006847705284527962,79.392128614106,79.41897161882135,31.56463220274161,17.96831635635536,-3.6532678557148905,66.78253226119811,2905.730237371828,5810775.292805962,0.9999986232473987,51091139497007.76,0.025906332147079027,10075932479685398e13,Black race,Emory; Hopkins; Michigan; NU; OHSU; Penn; Rush; UCMC; UCSF; UMN
3,Cluster 3: Stable ARF,charlson_score,RRR,10,-0.006980822701417841,0.010756322172147248,-0.028063214158826448,0.014101568755990765,-0.011349709215030371,0.02123235784237002,-0.05296513058607562,0.03026571215601487,0.002761161300486805,28.86220284900101,0.6881734894912392,0.9887144557539336,0.948413082514074,1.030728374629196,"Charlson score, per point",Emory; Hopkins; Michigan; NU; OHSU; Penn; Rush; UCMC; UCSF; UMN
3,Cluster 3: Stable ARF,sex_categoryMale,RRR,10,0.09803153837154856,0.04773842452621283,0.004464226300171403,0.1915988504429257,0.07882651563300122,0.10802635440558235,-0.13290513900194018,0.2905581702679426,0.08793676826469184,42.716124830473134,0.7893067305211283,1.0820165928230527,0.8755481435402837,1.3371736503379856,Male sex,Emory; Hopkins; Michigan; NU; OHSU; Penn; Rush; UCMC; UCSF; UMN
3,Cluster 3: Stable ARF,race_categoryNative Hawaiian or Other Pacific Islander,RRR,5,-45.162240561957375,4.746343877753636e-18,-45.162240561957375,-45.162240561957375,-181.81407484498246,38.973794376070195,-258.20271182208,-105.42543786788488,7594.783236911715,1578100073112385e23,1,1.0943356880083103e-79,7.311172709324883e-113,1.6380006951842892e-46,Native Hawaiian or Pacific Islander race,Hopkins; NU; Penn; Rush; UCSF; UMN
3,Cluster 3: Stable ARF,race_categoryOther,RRR,8,-19.4990244648668,3.281511237958361e-17,-19.4990244648668,-19.4990244648668,-19.498199739107562,2.2533436626559194e-5,-19.49824390464335,-19.498155573571776,5.077770039916635e-10,73178385.4308532,0.9999999043433391,3.40439109824841e-9,3.4042407448117723e-9,3.404541458325634e-9,Other race,Emory; Hopkins; Michigan; NU; OHSU; Penn; Rush; UCMC; UCSF
3,Cluster 3: Stable ARF,race_categoryUnknown,RRR,8,20.447239540284865,0.0021186487689269368,20.443086988697768,20.451392091871963,35.649948391641836,15.333947295921874,5.595411691634965,65.7044850916487,1881.0391542314937,134690407.4249259,0.9999999480289641,3037916737330909,269.18844991608086,3428430196701376e13,Unknown race,Emory; Hopkins; Michigan; NU; OHSU; Penn; Rush; UCMC; UCSF; UMN
3,Cluster 3: Stable ARF,race_categoryWhite,RRR,10,61.76401907195625,0.02107967412892047,61.722702910663564,61.80533523324893,36.50017123466644,13.828391104863986,9.396524669133026,63.60381780019985,1912.2239433369937,2782082.056981758,0.9999967650127438,7109236398145400,12046.442524314796,4195532586711943e12,White race,Emory; Hopkins; Michigan; NU; OHSU; Penn; Rush; UCMC; UCSF; UMN
4,Cluster 4: Persistent ARF,admit_year,RRR,10,0.07994175488941936,1.0925573858096857e-4,0.07972761364180066,0.08015589613703807,0.13513226093096506,0.059245887085002946,0.019010322244359293,0.25125419961757084,0.03510053526528405,2478427.4150163857,0.9999963686650876,1.1446881718630424,1.019192168913728,1.2856368511933385,"Admission year, per year",Emory; Hopkins; Michigan; NU; OHSU; Penn; Rush; UCMC; UCSF; UMN
4,Cluster 4: Persistent ARF,advanced_cancer_any_poaTRUE,RRR,10,-0.2798790443276514,0.02119520147168748,-0.3214216392121589,-0.23833644944314397,-0.2567838082610897,0.07025512033476877,-0.39448384411723647,-0.11908377240494292,0.036853154396092,69.13988384690583,0.8698291131074446,0.773535427658881,0.6740278529195405,0.8877334300825019,Advanced cancer present on admission,Emory; Hopkins; Michigan; NU; OHSU; Penn; Rush; UCMC; UCSF; UMN
4,Cluster 4: Persistent ARF,age_years,RRR,10,-0.001420520522461641,0.0029621452109261995,-0.007226325135876992,0.0043852840909537096,-0.002053726934966006,0.0038647523480931927,-0.009628641537228665,0.005521187667296651,4.409331151373364e-5,13.223584722555719,0.3193978645859523,0.997948380519237,0.9904175654094021,1.005536457513553,"Age, per year",Emory; Hopkins; Michigan; NU; OHSU; Penn; Rush; UCMC; UCSF; UMN
4,Cluster 4: Persistent ARF,race_categoryAsian,RRR,8,-51.68595046101599,2.3781085475860906e-27,-51.68595046101599,-51.68595046101599,,Inf,,,Inf,230323227.04522094,0.9999999696079285,,,,Asian race,Emory; Hopkins; NU; OHSU; Penn; Rush; UCSF; UMN
4,Cluster 4: Persistent ARF,race_categoryBlack or African American,RRR,10,-51.79451091863682,4.908071982661771e-28,-51.79451091863682,-51.79451091863682,,Inf,,,Inf,20958421026505922e10,1,,,,Black race,Emory; Hopkins; Michigan; NU; OHSU; Penn; Rush; UCMC; UCSF; UMN
4,Cluster 4: Persistent ARF,charlson_score,RRR,10,0.06602193661266831,0.01010812643363561,0.04621000880274251,0.08583386442259411,0.054531104884981745,0.015560332899405217,0.02403285240214752,0.08502935736781597,0.0010734210549935672,17.78319316765648,0.49390416472734944,1.0560453240712016,1.024323968840815,1.088749029034936,"Charlson score, per point",Emory; Hopkins; Michigan; NU; OHSU; Penn; Rush; UCMC; UCSF; UMN
4,Cluster 4: Persistent ARF,sex_categoryMale,RRR,10,0.017074073148516618,0.05352884930588355,-0.08784247149101515,0.12199061778804837,0.021894992595413568,0.07022053619628713,-0.11573725834930919,0.1595272435401363,0.01660523998128559,14.021722950269217,0.35813879421806716,1.0221364469394927,0.8907092189663991,1.172956217265225,Male sex,Emory; Hopkins; Michigan; NU; OHSU; Penn; Rush; UCMC; UCSF; UMN
4,Cluster 4: Persistent ARF,race_categoryNative Hawaiian or Other Pacific Islander,RRR,5,-25.459944672970796,2.6434271174906402e-21,-25.459944672970796,-25.459944672970796,,Inf,,,Inf,5563247867.688327,0.9999999992809956,,,,Native Hawaiian or Pacific Islander race,Hopkins; NU; Penn; Rush; UCSF; UMN
4,Cluster 4: Persistent ARF,race_categoryOther,RRR,9,-19.913362859821696,1.66032145647352e-14,-19.913362859821728,-19.913362859821664,,Inf,,,Inf,286325245.18126845,0.9999999720597462,,,,Other race,Emory; Hopkins; Michigan; NU; OHSU; Penn; Rush; UCMC; UCSF
4,Cluster 4: Persistent ARF,race_categoryUnknown,RRR,9,-44.670747813167594,7.006436329557539e-27,-44.670747813167594,-44.670747813167594,-44.670747813167594,7.006436329557539e-27,-44.670747813167594,-44.670747813167594,0,167347888.00808504,0.9999999521953931,3.9786956788915805e-20,3.9786956788915805e-20,3.9786956788915805e-20,Unknown race,Emory; Hopkins; Michigan; NU; OHSU; Penn; Rush; UCMC; UCSF; UMN
4,Cluster 4: Persistent ARF,race_categoryWhite,RRR,10,-8.089053904343533,0.03485137497883996,-8.15736259930206,-8.020745209385007,-6.6803772835244954,23.487022051006125,-52.7149405034965,39.354185936447514,5516.379205267956,3791958.1017248137,0.999997626556054,0.001255304277587171,1.2770039054756938e-23,123397338298794300,White race,Emory; Hopkins; Michigan; NU; OHSU; Penn; Rush; UCMC; UCSF; UMN
